,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
10107,male,group E,some high school,standard,none,81,79,70
10108,female,group B,some high school,standard,completed,87,100,100
10109,female,group A,some college,standard,none,70,79,77
10110,male,group E,high school,free/reduced,completed,75,64,59
10111,female,group C,some college,standard,none,71,72,71
10112,female,group B,master's degree,standard,none,75,94,88
10113,male,group C,some college,standard,none,76,79,70
10114,female,group B,some college,free/reduced,none,60,74,71
10115,male,group D,master's degree,standard,completed,77,74,78
10116,male,group C,associate's degree,free/reduced,none,51,65,58
10117,male,group C,some high school,standard,none,56,56,54
10118,male,group A,some college,standard,completed,43,37,36
10119,female,group C,some high school,standard,completed,87,94,97
10120,male,group B,associate's degree,free/reduced,none,38,42,36
10121,male,group C,high school,standard,none,78,70,65
10122,male,group B,some college,standard,none,76,73,63
10123,female,group D,high school,standard,completed,71,71,74
10124,male,group B,associate's degree,standard,none,73,61,55
10125,male,group D,master's degree,standard,completed,83,81,79
10126,male,group E,some high school,free/reduced,completed,58,58,53
10127,female,group C,high school,standard,none,78,80,77
10128,female,group D,some high school,standard,none,76,85,82
10129,female,group C,high school,free/reduced,none,40,60,60
10130,male,group C,high school,standard,none,64,57,52
10131,female,group D,high school,free/reduced,completed,60,74,72
10132,female,group C,some high school,standard,none,52,69,61
10133,male,group D,associate's degree,free/reduced,none,66,74,70
10134,male,group C,high school,standard,completed,60,59,56
10135,female,group E,some college,standard,completed,94,95,96
10136,female,group C,some high school,standard,none,86,87,92
10137,female,group D,some college,standard,none,73,79,83
10139,male,group B,master's degree,free/reduced,none,72,77,69
10140,male,group B,some high school,standard,completed,56,45,41
10141,male,group C,high school,standard,none,60,51,46
10142,male,group C,high school,standard,none,64,63,58
10143,male,group E,some college,standard,none,93,84,83
10144,male,group B,high school,free/reduced,completed,61,62,58
10145,male,group A,some high school,free/reduced,none,53,46,42
10146,female,group E,some college,free/reduced,none,63,82,77
10147,male,group C,associate's degree,free/reduced,none,91,83,81
10148,female,group D,high school,standard,completed,72,79,84
10149,female,group C,bachelor's degree,standard,none,56,70,67
10150,female,group B,high school,standard,none,62,69,58
10151,male,group B,associate's degree,standard,none,66,56,61
10152,male,group C,some college,standard,none,96,88,87
10153,female,group D,some high school,standard,completed,90,98,100
10154,male,group E,some college,standard,completed,85,81,82
10155,female,group E,master's degree,standard,none,87,92,90
10156,female,group C,some high school,standard,completed,61,77,72
10157,female,group C,some college,standard,completed,54,62,68
10158,female,group B,high school,free/reduced,none,31,48,42
10159,male,group B,some college,free/reduced,none,37,44,33
10160,male,group B,associate's degree,standard,completed,72,67,67
10161,female,group E,master's degree,standard,none,65,71,73
10162,male,group C,master's degree,standard,none,85,74,75
10163,female,group C,high school,standard,none,60,60,52
10164,female,group B,associate's degree,standard,none,65,71,67
10165,female,group C,some high school,standard,completed,85,89,87
10166,male,group C,associate's degree,standard,none,66,57,50
10167,female,group A,some high school,free/reduced,completed,34,47,40
10168,male,group C,bachelor's degree,standard,none,83,78,77
10169,male,group C,high school,standard,completed,64,68,65
10170,female,group B,associate's degree,standard,none,59,66,58
10171,female,group C,some college,free/reduced,none,66,76,74
10172,male,group E,some college,standard,none,67,59,53
10173,female,group C,master's degree,standard,completed,73,94,97
10174,female,group C,some high school,standard,none,82,84,84
10175,female,group B,some college,standard,none,66,79,77
10176,male,group B,associate's degree,standard,completed,53,54,52
10177,female,group D,bachelor's degree,free/reduced,none,55,78,76
10178,female,group C,some high school,standard,completed,78,86,89
10179,male,group E,some high school,free/reduced,none,88,74,75
10180,male,group D,some college,standard,completed,85,79,75
10181,female,group B,associate's degree,standard,none,64,69,62
10182,male,group E,high school,standard,completed,100,83,87
10183,male,group C,associate's degree,standard,completed,74,71,79
10184,male,group E,high school,standard,completed,72,66,65
10185,male,group E,high school,free/reduced,none,87,85,77
10186,female,group C,associate's degree,standard,none,91,100,97
10187,male,group E,bachelor's degree,standard,none,97,86,82
10188,female,group C,master's degree,standard,completed,83,93,97
10189,male,group E,associate's degree,standard,none,76,59,58
10190,female,group C,high school,standard,none,70,83,81
10191,female,group D,some high school,free/reduced,completed,68,88,80
10192,male,group A,some high school,free/reduced,completed,35,48,48
10193,male,group D,some college,standard,none,96,93,88
10194,male,group C,bachelor's degree,free/reduced,none,74,78,73
10195,male,group E,bachelor's degree,standard,completed,78,77,77
10196,male,group C,some college,standard,none,70,80,75
10197,male,group E,bachelor's degree,standard,none,86,80,81
10198,female,group B,master's degree,standard,completed,56,53,58
10199,male,group C,associate's degree,standard,none,67,62,64
10200,female,group B,bachelor's degree,free/reduced,completed,73,90,89
10201,female,group C,some high school,standard,none,74,81,82
10202,male,group C,associate's degree,standard,none,75,68,63
10203,male,group D,master's degree,standard,none,95,87,94
10204,male,group C,master's degree,free/reduced,none,39,44,36
10205,female,group C,associate's degree,free/reduced,none,74,90,80
10206,male,group C,some high school,standard,none,74,76,66
10207,female,group B,some high school,standard,completed,79,83,87
10208,female,group C,some college,free/reduced,none,57,64,52
10209,female,group C,some college,standard,completed,82,100,95
10210,male,group C,high school,free/reduced,none,62,57,50
10211,male,group D,some college,standard,none,68,65,68
10212,female,group E,high school,standard,none,77,88,80
10213,female,group C,associate's degree,standard,none,63,75,70
10214,male,group E,some high school,free/reduced,completed,84,77,71
10215,female,group C,master's degree,standard,completed,59,76,74
10216,female,group C,high school,free/reduced,none,56,69,71
10217,female,group B,bachelor's degree,free/reduced,completed,65,77,79
10218,male,group B,some college,standard,completed,63,69,63
10219,female,group C,high school,standard,none,60,73,76
10220,female,group B,high school,free/reduced,none,56,69,67
10221,male,group D,some college,free/reduced,none,63,56,55
10222,female,group E,associate's degree,standard,none,72,74,73
10223,male,group B,some college,standard,completed,69,69,65
10224,female,group D,bachelor's degree,standard,none,51,62,59
10225,male,group C,associate's degree,standard,none,57,53,54
10226,male,group B,bachelor's degree,standard,none,86,85,77
10227,male,group C,some college,standard,completed,96,96,93
10228,male,group C,some high school,standard,completed,72,79,73
10229,female,group C,bachelor's degree,standard,none,47,49,51
10230,male,group D,some college,standard,none,55,50,53
10231,female,group B,high school,standard,none,65,73,63
10232,male,group D,associate's degree,free/reduced,none,44,39,37
10233,female,group D,high school,standard,none,60,75,75
10234,female,group A,associate's degree,standard,none,54,69,63
10235,male,group B,associate's degree,free/reduced,completed,66,67,68
10236,male,group B,associate's degree,standard,none,67,50,54
10237,male,group A,high school,free/reduced,none,42,49,41
10238,male,group E,some college,standard,none,83,67,68
10239,male,group C,bachelor's degree,standard,completed,88,80,84
10240,female,group C,bachelor's degree,standard,none,76,85,80
10242,female,group C,some college,standard,completed,73,87,88
10243,male,group C,associate's degree,standard,none,57,60,51
10244,female,group E,some college,standard,none,64,61,64
10245,male,group D,some high school,standard,completed,63,70,65
10246,female,group C,some college,standard,completed,72,71,72
10247,female,group B,some college,standard,none,64,63,58
10248,female,group B,high school,standard,completed,81,85,86
10249,female,group C,associate's degree,standard,completed,62,76,72
10250,female,group B,some high school,free/reduced,completed,68,91,85
10251,male,group B,bachelor's degree,standard,completed,99,98,93
10252,male,group B,associate's degree,standard,none,75,74,66
10253,female,group E,some high school,standard,none,56,53,57
10254,female,group E,some college,free/reduced,completed,88,94,93
10255,female,group B,bachelor's degree,standard,none,51,66,69
10256,female,group C,associate's degree,free/reduced,none,29,47,38
10257,female,group B,associate's degree,standard,none,62,66,69
10258,female,group B,high school,standard,completed,73,85,90
10259,male,group C,high school,free/reduced,completed,63,69,67
10260,male,group C,high school,standard,none,97,90,79
10261,male,group D,some high school,free/reduced,completed,48,47,42
10262,male,group C,high school,standard,none,62,64,57
10263,male,group D,some college,standard,none,92,84,91
10264,female,group C,high school,standard,none,52,63,59
10265,female,group D,some college,standard,completed,67,75,81
10266,male,group E,high school,standard,none,79,73,65
10267,male,group A,high school,free/reduced,completed,69,75,70
10268,male,group C,some high school,standard,completed,71,76,69
10269,male,group A,bachelor's degree,standard,none,62,69,63
10270,female,group E,high school,standard,completed,68,91,86
10271,female,group C,some college,standard,none,60,72,71
10272,male,group C,high school,standard,none,84,79,69
10273,male,group E,some college,standard,none,86,90,84
10274,male,group D,associate's degree,standard,none,92,91,88
10275,male,group D,master's degree,standard,none,60,52,55
10276,male,group C,associate's degree,standard,none,63,43,50
10277,male,group A,some college,free/reduced,none,50,43,39
10278,male,group E,high school,free/reduced,completed,68,59,57
10279,female,group C,associate's degree,free/reduced,none,73,88,83
10280,male,group B,high school,standard,none,82,88,74
10281,female,group D,master's degree,standard,none,88,89,93
10282,male,group C,master's degree,standard,none,73,69,66
10283,female,group D,associate's degree,free/reduced,none,35,53,53
10284,female,group B,master's degree,standard,none,61,58,64
10285,female,group A,high school,free/reduced,none,33,37,40
10286,male,group D,some college,standard,none,77,81,82
10287,male,group C,associate's degree,standard,completed,75,67,67
10288,male,group C,bachelor's degree,standard,none,85,77,70
10290,male,group B,bachelor's degree,standard,none,61,67,68
10291,male,group C,associate's degree,standard,completed,67,70,72
10292,female,group C,bachelor's degree,free/reduced,completed,79,95,93
10293,male,group C,master's degree,free/reduced,none,61,58,55
10294,male,group B,associate's degree,standard,completed,52,61,57
10295,male,group E,associate's degree,standard,completed,85,74,77
10296,male,group A,some high school,standard,none,89,89,81
10297,male,group B,associate's degree,standard,none,81,80,71
10298,female,group D,some high school,standard,none,64,69,67
10299,female,group D,associate's degree,standard,none,36,39,40
10300,male,group C,some college,standard,completed,82,77,77
10301,female,group D,bachelor's degree,standard,none,54,48,55
10302,female,group D,high school,standard,completed,72,85,90
10303,male,group A,some college,standard,completed,49,50,46
10304,female,group B,some high school,free/reduced,none,35,38,43
10305,female,group A,associate's degree,standard,none,73,76,76
10306,female,group D,some college,standard,completed,62,73,78
10307,female,group C,some high school,standard,none,61,67,72
10308,female,group B,high school,standard,none,50,58,57
10309,male,group A,some high school,standard,none,54,48,45
10310,male,group C,high school,free/reduced,none,50,49,42
10311,male,group C,associate's degree,standard,none,73,69,62
10312,male,group C,high school,free/reduced,none,33,29,32
10313,female,group B,master's degree,free/reduced,none,71,86,81
10314,female,group D,master's degree,standard,completed,96,100,100
10315,female,group E,some college,standard,none,77,72,73
10316,female,group E,bachelor's degree,standard,completed,80,86,87
10317,female,group C,some college,standard,none,71,76,70
10318,male,group B,some college,standard,completed,65,61,63
10319,male,group B,some college,standard,none,76,74,73
10320,female,group C,associate's degree,standard,completed,53,64,63
10321,female,group D,associate's degree,standard,completed,80,85,82
10322,male,group C,high school,standard,none,91,81,79
10323,male,group D,high school,standard,completed,80,75,81
10324,female,group D,some college,free/reduced,completed,65,69,73
10325,male,group C,high school,standard,completed,96,87,92
10326,male,group B,high school,standard,none,52,49,41
10327,female,group B,associate's degree,standard,completed,81,92,93
10328,female,group C,some college,standard,completed,82,92,93
10329,female,group B,some high school,standard,none,53,67,60
10330,male,group C,some college,standard,none,51,58,46
10331,female,group E,high school,standard,none,75,83,73
10332,male,group D,high school,free/reduced,none,49,57,52
10333,male,group C,high school,free/reduced,none,49,44,37
10334,male,group A,bachelor's degree,standard,none,94,93,89
10335,male,group C,high school,standard,none,72,52,49
10336,female,group B,bachelor's degree,free/reduced,none,36,52,56
10337,female,group B,high school,free/reduced,completed,62,65,71
10338,male,group D,associate's degree,standard,none,91,77,78
10339,male,group B,associate's degree,free/reduced,completed,40,50,46
10340,male,group A,associate's degree,standard,none,92,76,80
10341,female,group C,some college,free/reduced,completed,58,66,64
10342,male,group D,master's degree,free/reduced,none,61,72,70
10343,male,group A,associate's degree,standard,none,45,43,32
10344,female,group E,associate's degree,standard,none,78,74,73
10345,male,group A,high school,free/reduced,none,39,40,36
10346,male,group A,high school,standard,none,68,65,61
10347,female,group C,bachelor's degree,standard,none,85,90,84
10348,female,group C,bachelor's degree,standard,none,63,77,79
10349,male,group C,some high school,standard,none,68,59,55
10350,female,group A,some high school,standard,none,68,79,77
10351,male,group D,associate's degree,standard,none,99,88,81
10352,female,group B,associate's degree,standard,completed,77,91,94
10353,male,group C,high school,standard,completed,77,73,72
10354,male,group A,associate's degree,standard,completed,66,54,55
10355,female,group E,high school,standard,none,70,66,67
10356,female,group D,associate's degree,free/reduced,none,37,47,50
10357,female,group D,high school,standard,none,75,65,73
10358,male,group C,high school,free/reduced,completed,71,70,68
10359,female,group D,high school,standard,none,69,66,75
10360,female,group D,high school,standard,none,63,75,71
10361,female,group D,some high school,standard,completed,74,75,78
10362,female,group A,some high school,standard,completed,71,86,79
10363,male,group B,high school,standard,none,62,60,60
10364,female,group C,some high school,standard,none,58,63,55
10365,female,group D,some high school,standard,completed,75,87,93
10366,male,group B,some college,standard,completed,77,81,78
10367,male,group B,high school,free/reduced,completed,58,61,60
10368,female,group C,bachelor's degree,free/reduced,none,67,81,74
10369,male,group C,some high school,standard,completed,66,51,58
10370,female,group C,some college,free/reduced,none,35,37,32
10371,female,group D,some college,free/reduced,none,71,80,77
10372,male,group D,bachelor's degree,standard,none,78,74,73
10373,male,group E,associate's degree,standard,completed,79,68,72
10374,female,group B,associate's degree,standard,completed,91,100,100
10375,male,group B,some college,free/reduced,none,16,24,14
10376,female,group A,some college,standard,none,67,80,77
10377,female,group C,some college,standard,completed,62,78,81
10378,male,group E,some high school,standard,completed,90,89,78
10379,male,group B,some college,free/reduced,completed,75,83,75
10380,male,group B,high school,free/reduced,none,26,36,24
10381,female,group D,bachelor's degree,standard,none,64,80,75
10382,female,group D,some high school,free/reduced,completed,59,80,76
10383,female,group C,associate's degree,free/reduced,none,74,83,83
10384,female,group B,some high school,free/reduced,none,20,36,30
10385,female,group D,associate's degree,free/reduced,none,71,88,87
10386,male,group E,some college,free/reduced,none,49,40,42
10387,male,group B,some high school,standard,none,60,48,50
10388,female,group B,associate's degree,standard,none,64,74,75
10389,female,group C,bachelor's degree,standard,completed,81,88,91
10390,male,group C,some college,standard,completed,93,90,93
10391,male,group C,high school,free/reduced,none,47,41,42
10392,female,group C,associate's degree,standard,none,61,72,66
10393,female,group D,associate's degree,standard,none,48,57,54
10394,male,group D,associate's degree,standard,none,78,59,66
10395,male,group C,bachelor's degree,free/reduced,none,54,45,51
10396,female,group B,some high school,standard,completed,51,61,64
10397,female,group B,high school,standard,completed,75,71,79
10398,male,group A,some high school,free/reduced,none,65,60,57
10399,female,group C,high school,free/reduced,none,49,62,54
10400,female,group B,some college,standard,none,82,82,80
10401,female,group C,some college,free/reduced,none,62,71,67
10402,male,group C,bachelor's degree,standard,none,55,52,52
10403,male,group C,high school,standard,none,81,68,67
10404,female,group E,high school,standard,none,68,67,62
10405,male,group C,some high school,free/reduced,completed,66,62,61
10406,female,group E,bachelor's degree,standard,none,73,80,75
10407,male,group B,some college,standard,completed,57,62,61
10408,male,group E,master's degree,standard,completed,100,93,97
10409,male,group D,some high school,standard,none,49,48,49
10410,female,group C,high school,standard,none,80,92,87
10411,female,group C,associate's degree,standard,none,66,77,76
10412,male,group C,some high school,standard,none,62,49,47
10413,male,group B,bachelor's degree,standard,completed,57,62,55
10414,female,group B,bachelor's degree,standard,none,67,84,84
10415,male,group D,some high school,free/reduced,completed,76,69,68
10416,female,group D,associate's degree,standard,none,76,82,87
10417,female,group C,bachelor's degree,standard,completed,70,84,83
10418,female,group C,master's degree,standard,none,68,74,71
10419,male,group C,bachelor's degree,standard,none,64,58,59
10420,male,group A,associate's degree,standard,completed,76,79,82
10421,male,group C,high school,standard,none,74,64,59
10422,female,group D,bachelor's degree,free/reduced,none,66,73,73
10423,male,group B,some college,standard,completed,71,60,62
10424,female,group B,some college,standard,none,67,87,82
10425,female,group E,some high school,free/reduced,none,53,66,58
10426,female,group B,high school,standard,none,55,67,64
10427,female,group C,some college,standard,completed,96,100,100
10428,female,group A,associate's degree,standard,none,53,69,68
10429,female,group C,master's degree,free/reduced,completed,47,53,65
10430,female,group C,some college,free/reduced,completed,81,86,88
10431,female,group B,some college,free/reduced,none,57,67,71
10432,male,group B,some high school,free/reduced,none,29,35,28
10433,female,group C,some high school,standard,none,46,62,61
10434,male,group E,high school,standard,completed,52,51,48
10435,female,group C,some high school,free/reduced,none,24,42,32
10436,male,group E,some college,standard,completed,80,74,67
10437,female,group D,some college,standard,none,67,67,71
10438,male,group B,some high school,free/reduced,none,76,67,67
10439,male,group A,bachelor's degree,free/reduced,completed,80,73,79
10440,female,group E,master's degree,standard,completed,85,90,100
10441,male,group D,some high school,free/reduced,completed,39,37,39
10442,male,group D,high school,free/reduced,none,61,64,58
10443,female,group A,associate's degree,standard,completed,85,100,93
10444,male,group B,bachelor's degree,free/reduced,none,61,57,51
10445,female,group E,associate's degree,standard,none,83,80,81
10446,male,group D,associate's degree,standard,none,65,62,58
10447,male,group C,high school,standard,none,59,46,43
10448,male,group B,associate's degree,standard,none,93,85,89
10449,female,group A,bachelor's degree,free/reduced,completed,39,65,62
10450,male,group D,some college,standard,none,79,81,69
10451,male,group C,bachelor's degree,standard,completed,77,77,76
10452,female,group B,high school,standard,completed,42,58,62
10453,male,group C,some college,free/reduced,none,47,46,38
10454,male,group C,associate's degree,standard,completed,91,83,81
10455,male,group B,some college,free/reduced,completed,33,36,32
10456,male,group E,some high school,free/reduced,none,67,63,54
10457,female,group D,master's degree,standard,none,53,67,64
10458,male,group C,associate's degree,standard,none,71,62,64
10459,female,group D,some college,standard,none,77,83,91
10460,male,group E,associate's degree,standard,none,85,78,78
10461,female,group D,some college,standard,completed,43,54,57
10462,male,group D,some college,standard,none,56,56,56
10463,female,group D,master's degree,standard,none,94,100,100
10464,male,group D,some college,standard,completed,97,87,88
10465,male,group D,bachelor's degree,standard,none,72,59,64
10466,male,group C,high school,free/reduced,none,60,60,56
10467,female,group E,master's degree,free/reduced,completed,92,100,100
10468,male,group D,some high school,standard,none,60,46,52
10469,female,group C,some high school,standard,none,45,62,59
10470,male,group D,associate's degree,free/reduced,none,77,75,73
10471,male,group B,master's degree,free/reduced,completed,74,68,70
10472,female,group C,associate's degree,free/reduced,completed,58,69,65
10473,female,group C,some college,standard,none,55,62,64
10474,female,group D,associate's degree,standard,none,71,60,62
10475,male,group B,bachelor's degree,standard,completed,72,68,63
10476,male,group C,some college,standard,none,90,79,74
10477,female,group B,bachelor's degree,standard,completed,88,93,96
10478,male,group C,associate's degree,standard,none,73,57,56
10479,male,group B,high school,free/reduced,none,49,48,39
10480,male,group A,associate's degree,free/reduced,none,43,39,32
10481,female,group E,high school,standard,none,66,72,65
10482,male,group D,some college,free/reduced,completed,55,57,63
10483,male,group B,some high school,standard,none,89,84,81
10484,female,group D,high school,standard,completed,53,70,73
10485,male,group D,some college,standard,none,73,71,65
10486,male,group B,some college,standard,completed,75,66,63
10487,male,group B,some college,standard,none,58,53,50
10488,female,group C,associate's degree,standard,completed,63,75,76
10489,male,group B,associate's degree,standard,completed,64,61,63
10490,female,group C,high school,free/reduced,none,57,73,69
10491,female,group E,master's degree,standard,completed,99,100,100
10492,female,group D,some high school,standard,completed,76,92,85
10493,male,group B,associate's degree,standard,none,61,66,60
10494,female,group C,some college,standard,none,67,77,76
10495,female,group D,some college,standard,none,81,84,89
10496,female,group D,associate's degree,standard,none,46,53,54
10497,male,group B,some high school,standard,none,65,62,55
10498,male,group E,some college,standard,none,63,65,51
10499,male,group D,associate's degree,standard,none,88,82,81
10500,male,group D,bachelor's degree,free/reduced,none,71,75,70
10501,female,group C,master's degree,free/reduced,completed,79,86,80
10502,male,group C,bachelor's degree,free/reduced,none,70,68,64
10504,male,group C,bachelor's degree,standard,completed,75,72,68
10505,male,group C,high school,free/reduced,completed,46,51,51
10506,male,group D,associate's degree,standard,none,88,74,77
10507,male,group B,bachelor's degree,standard,completed,68,68,67
10508,female,group B,high school,free/reduced,none,66,75,70
10509,male,group E,associate's degree,standard,none,83,65,67
10510,male,group E,some high school,free/reduced,completed,62,55,53
10511,male,group B,associate's degree,standard,none,62,69,64
10512,female,group D,bachelor's degree,standard,none,79,90,86
10513,female,group E,high school,standard,completed,56,63,66
10514,female,group D,some high school,standard,none,64,71,68
10515,male,group B,high school,standard,none,70,66,64
10516,male,group A,high school,free/reduced,none,68,75,67
10517,female,group E,some high school,standard,completed,87,82,88
10518,female,group C,high school,free/reduced,none,63,72,68
10519,female,group C,some college,free/reduced,none,65,84,84
10520,female,group D,some high school,standard,completed,68,81,90
10521,male,group C,some college,standard,none,42,43,38
10522,female,group E,some high school,standard,none,63,63,64
10523,male,group B,some college,free/reduced,completed,76,70,78
10524,female,group E,master's degree,free/reduced,none,71,85,79
10525,male,group E,some high school,free/reduced,none,59,49,46
10526,female,group C,bachelor's degree,free/reduced,completed,57,67,70
10527,male,group A,some college,standard,none,74,61,58
10528,male,group E,some college,standard,none,97,96,90
10529,male,group C,some high school,standard,completed,71,67,61
10530,male,group C,high school,standard,none,86,84,78
10531,male,group B,bachelor's degree,free/reduced,none,80,82,78
10532,male,group D,master's degree,free/reduced,completed,64,59,64
10533,female,group A,associate's degree,standard,none,49,61,60
10534,male,group E,master's degree,free/reduced,none,65,70,66
10535,male,group C,some college,standard,completed,73,70,66
10536,female,group C,high school,standard,none,37,44,47
10537,female,group C,some college,standard,none,70,83,80
10538,male,group C,high school,standard,none,65,62,64
10539,female,group E,bachelor's degree,standard,completed,88,97,94
10540,female,group D,associate's degree,free/reduced,none,56,64,67
10541,female,group A,associate's degree,standard,none,70,91,90
10542,female,group C,some college,standard,completed,81,90,97
10543,male,group B,some high school,standard,completed,77,71,68
10544,male,group D,high school,free/reduced,none,66,69,60
10545,male,group C,bachelor's degree,standard,none,66,52,49
10546,male,group E,bachelor's degree,free/reduced,none,79,68,69
10547,male,group D,high school,standard,none,58,51,52
10548,female,group C,some high school,standard,completed,78,86,87
10549,male,group E,some college,standard,none,65,64,61
10550,female,group E,some college,free/reduced,none,65,73,66
10551,male,group D,associate's degree,free/reduced,none,67,66,58
10552,female,group B,associate's degree,free/reduced,none,80,86,79
10553,female,group D,associate's degree,free/reduced,none,76,86,92
10554,male,group D,some college,free/reduced,none,62,69,62
10555,male,group C,some high school,standard,completed,66,65,58
10556,female,group B,associate's degree,free/reduced,none,68,79,75
10557,male,group C,associate's degree,standard,none,59,61,60
10558,male,group D,bachelor's degree,standard,none,98,84,83
10559,female,group B,master's degree,standard,completed,70,85,88
10560,male,group B,high school,standard,completed,75,70,69
10561,male,group C,bachelor's degree,free/reduced,none,60,73,72
10562,female,group C,some high school,free/reduced,none,69,74,78
10563,male,group E,high school,standard,completed,97,93,95
10564,female,group D,master's degree,free/reduced,none,70,73,79
10565,male,group C,bachelor's degree,standard,none,71,75,68
10566,female,group A,master's degree,standard,none,69,88,80
10567,female,group D,associate's degree,standard,none,70,74,78
10568,male,group E,high school,standard,none,67,47,48
10569,male,group D,some high school,standard,none,80,73,71
10570,male,group D,high school,free/reduced,none,70,57,53
10571,female,group E,associate's degree,free/reduced,completed,78,88,94
10572,male,group E,associate's degree,free/reduced,none,82,64,69
10573,male,group A,high school,standard,none,56,61,52
10574,female,group C,some college,standard,none,84,98,91
10575,male,group D,some high school,standard,completed,58,46,54
10576,female,group B,bachelor's degree,free/reduced,none,82,84,83
10577,male,group C,bachelor's degree,free/reduced,none,67,71,66
10578,male,group D,some college,standard,none,72,54,50
10579,female,group C,high school,standard,none,68,66,70
10580,female,group B,master's degree,free/reduced,none,57,68,66
10581,female,group B,some college,standard,completed,58,60,66
10582,male,group C,bachelor's degree,standard,none,75,67,64
10583,female,group E,some high school,standard,completed,81,94,93
10584,female,group C,associate's degree,standard,none,62,75,72
10585,male,group D,some college,standard,completed,85,89,87
10586,female,group D,associate's degree,standard,completed,84,94,100
10587,male,group C,some college,standard,none,69,57,55
10588,female,group A,some high school,free/reduced,none,34,50,45
10589,male,group D,bachelor's degree,standard,none,61,52,52
10590,female,group B,some high school,free/reduced,completed,64,68,72
10591,female,group E,some high school,free/reduced,none,47,53,55
10592,male,group C,bachelor's degree,standard,completed,72,77,78
10593,female,group B,associate's degree,standard,completed,70,82,83
10594,male,group C,some college,standard,completed,92,89,87
10595,female,group B,high school,standard,completed,82,87,85
10596,female,group A,some college,free/reduced,none,48,55,52
10597,male,group E,some high school,standard,none,76,69,69
10598,male,group D,master's degree,standard,none,79,74,70
10599,male,group C,high school,free/reduced,none,53,51,38
10600,male,group D,some high school,standard,completed,78,72,76
10601,female,group C,some college,standard,completed,94,91,93
10602,female,group D,associate's degree,standard,none,83,93,92
10603,male,group C,some college,free/reduced,none,58,55,57
10604,female,group C,high school,standard,completed,62,77,74
10605,male,group D,some college,free/reduced,none,79,80,81
10606,male,group A,some college,standard,none,80,66,63
10607,male,group D,associate's degree,standard,none,58,51,55
10608,female,group E,some college,free/reduced,none,67,72,68
10609,female,group C,some college,free/reduced,none,35,41,42
10610,male,group C,some high school,standard,none,70,71,60
10611,male,group C,high school,standard,completed,73,64,66
10612,male,group E,some college,free/reduced,none,74,70,66
10613,female,group D,high school,standard,completed,59,78,81
10614,male,group C,high school,free/reduced,completed,67,73,72
10615,female,group D,high school,standard,none,68,70,64
10616,male,group C,high school,standard,none,68,67,69
10617,female,group D,bachelor's degree,standard,completed,75,95,95
10618,female,group C,associate's degree,standard,none,60,68,62
10619,female,group C,associate's degree,free/reduced,none,61,76,74
10620,female,group B,master's degree,free/reduced,completed,81,90,89
10621,male,group E,associate's degree,standard,none,90,60,69
10622,female,group D,master's degree,standard,none,82,96,96
10623,male,group C,some college,standard,none,59,54,54
10624,female,group C,high school,standard,completed,63,73,76
10625,male,group C,associate's degree,free/reduced,none,63,56,55
10626,female,group B,associate's degree,standard,none,48,45,45
10627,female,group C,associate's degree,standard,none,54,74,73
10628,male,group D,bachelor's degree,standard,none,53,51,51
10629,female,group B,master's degree,free/reduced,none,60,77,72
10630,female,group C,associate's degree,standard,completed,70,81,84
10631,female,group C,associate's degree,standard,completed,54,64,69
10632,female,group D,some high school,standard,completed,62,72,77
10633,male,group D,associate's degree,standard,completed,66,64,66
10634,female,group D,some college,free/reduced,none,51,58,59
10635,female,group D,some high school,standard,none,66,75,75
10636,male,group B,some high school,standard,completed,51,57,54
10637,male,group D,some college,free/reduced,completed,66,68,68
10638,male,group C,bachelor's degree,standard,none,83,77,74
10639,female,group A,some college,free/reduced,none,53,73,64
10640,male,group B,high school,standard,none,74,67,62
10641,male,group D,some high school,standard,none,83,71,70
10642,male,group B,some college,free/reduced,none,54,55,53
10643,female,group C,some college,standard,completed,54,74,74
10644,female,group D,some high school,free/reduced,completed,73,81,83
10645,male,group B,some college,standard,completed,94,100,94
10646,male,group A,some high school,free/reduced,none,70,57,55
10647,male,group B,associate's degree,standard,none,67,61,54
10648,female,group C,high school,free/reduced,none,59,66,66
10649,male,group C,associate's degree,standard,none,62,66,53
10650,male,group C,high school,standard,none,70,66,56
10651,male,group B,some college,free/reduced,completed,82,89,80
10652,female,group D,some high school,free/reduced,none,54,65,63
10653,male,group D,high school,standard,none,76,62,64
10654,male,group D,some high school,standard,none,79,69,70
10655,male,group D,some high school,free/reduced,none,72,69,64
10656,female,group C,bachelor's degree,standard,none,57,63,61
10657,male,group E,master's degree,standard,none,80,68,68
10658,male,group D,bachelor's degree,free/reduced,none,76,67,62
10659,male,group D,bachelor's degree,free/reduced,none,66,68,66
10660,male,group C,associate's degree,standard,completed,78,80,78
10661,male,group C,high school,standard,none,63,71,70
10662,female,group A,some high school,standard,completed,61,58,64
10663,male,group B,associate's degree,standard,none,61,56,56
10664,male,group E,associate's degree,standard,none,83,77,73
10665,male,group C,some college,standard,completed,76,82,85
10666,male,group D,associate's degree,free/reduced,none,65,75,73
10667,male,group C,some high school,free/reduced,none,60,53,49
10668,female,group C,some high school,standard,completed,58,58,55
10669,male,group C,some high school,standard,completed,98,89,87
10670,male,group E,high school,standard,none,83,70,60
10671,female,group C,high school,free/reduced,none,38,60,54
10672,female,group D,associate's degree,standard,none,64,80,77
